,id,query,label,tokened,token
839,839,شیب خیابان اصلی دانشگاه خیلی زیاده,5,"['شیب', 'خیابان', 'اصلی', 'دانشگاه', 'خیلی', 'زیاده']","['شیب', 'خیابان', 'اصلی', 'دانشگاه', 'خیلی', 'زیاده']"
840,840,بعد از ساعت ناهار و نماز جواب سوالمو می دهید,1,"['بعد', 'از', 'ساعت', 'ناهار', 'و', 'نماز', 'جواب', 'سوالمو', 'می', 'دهید']","['بعد', 'از', 'ساعت', 'ناهار', 'و', 'نماز', 'جواب', 'سوالمو', 'می', 'دهید']"
841,841,هوا چقدر گرمه,5,"['هوا', 'چقدر', 'گرمه']","['هوا', 'چقدر', 'گرمه']"
842,842,وسایل پیدا شده رو کجا می ذارید,2,"['وسایل', 'پیدا', 'شده', 'رو', 'کجا', 'می', 'ذارید']","['وسایل', 'پیدا', 'شده', 'رو', 'کجا', 'می', 'ذارید']"
843,843,درس ساختمان داده پیشنیاز چه درس هایی هست,1,"['درس', 'ساختمان', 'داده', 'پیشنیاز', 'چه', 'درس', 'هایی', 'هست']","['درس', 'ساختمان', 'داده', 'پیشنیاز', 'چه', 'درس', 'هایی', 'هست']"
844,844,کلاس ها زمان بندش ایراد داره,1,"['کلاس', 'ها', 'زمان', 'بندش', 'ایراد', 'داره']","['کلاس', 'ها', 'زمان', 'بندش', 'ایراد', 'داره']"
845,845,ساعت ناهار و نماز کی میباشد,2,"['ساعت', 'ناهار', 'و', 'نماز', 'کی', 'میباشد']","['ساعت', 'ناهار', 'و', 'نماز', 'کی', 'میباشد']"
846,846,فرجه داریم,1,"['فرجه', 'داریم']","['فرجه', 'داریم']"
847,847,در اتاق بازی رو بستن,2,"['در', 'اتاق', 'بازی', 'رو', 'بستن']","['در', 'اتاق', 'بازی', 'رو', 'بستن']"
848,848,کابل hdmi دارید,1,"['کابل', 'hdmi', 'دارید']","['کابل', 'hdmi', 'دارید']"
849,849,ایا امکان برداشتن دروس پیشنیاز و همنیاز با هم وجود دارد,1,"['ایا', 'امکان', 'برداشتن', 'دروس', 'پیشنیاز', 'و', 'همنیاز', 'با', 'هم', 'وجود', 'دارد']","['ایا', 'امکان', 'برداشتن', 'دروس', 'پیشنیاز', 'و', 'همنیاز', 'با', 'هم', 'وجود', 'دارد']"
850,850,چارت بهتر شد وقتی دروس سخت افزاری را کمتر کردید,4,"['چارت', 'بهتر', 'شد', 'وقتی', 'دروس', 'سخت', 'افزاری', 'را', 'کمتر', 'کردید']","['چارت', 'بهتر', 'شد', 'وقتی', 'دروس', 'سخت', 'افزاری', 'را', 'کمتر', 'کردید']"
851,851,برای استفاده از سلف باید کارت دانشجویی داشته باشیم,2,"['برای', 'استفاده', 'از', 'سلف', 'باید', 'کارت', 'دانشجویی', 'داشته_باشیم']","['برای', 'استفاده', 'از', 'سلف', 'باید', 'کارت', 'دانشجویی', 'داشته_باشیم']"
852,852,ترم تابستونه هزینه,1,"['ترم', 'تابستونه', 'هزینه']","['ترم', 'تابستونه', 'هزینه']"
853,853,برای کارآموزی چه مدارکی را لازم دارم,1,"['برای', 'کارآموزی', 'چه', 'مدارکی', 'را', 'لازم', 'دارم']","['برای', 'کارآموزی', 'چه', 'مدارکی', 'را', 'لازم', 'دارم']"
854,854,شرایط گرفتن کتاب چگونه هست,3,"['شرایط', 'گرفتن', 'کتاب', 'چگونه', 'هست']","['شرایط', 'گرفتن', 'کتاب', 'چگونه', 'هست']"
855,855,رئیس دانشکدمون کییه,2,"['رئیس', 'دانشکدمون', 'کییه']","['رئیس', 'دانشکدمون', 'کییه']"
856,856,افزایش امکانات سایت دانشکده از جمله نصب نرم افزار هایی که کرک های پیچیده و سخت دارند برای راحتی دانشجویان برای شبیه سازی ها و,4,"['افزایش', 'امکانات', 'سایت', 'دانشکده', 'از', 'جمله', 'نصب', 'نرم', 'افزار', 'هایی', 'که', 'کرک', 'های', 'پیچیده', 'و', 'سخت', 'دارند', 'برای', 'راحتی', 'دانشجویان', 'برای', 'شبیه', 'سازی', 'ها', 'و']","['افزایش', 'امکانات', 'سایت', 'دانشکده', 'از', 'جمله', 'نصب', 'نرم', 'افزار', 'هایی', 'که', 'کرک', 'های', 'پیچیده', 'و', 'سخت', 'دارند', 'برای', 'راحتی', 'دانشجویان', 'برای', 'شبیه', 'سازی', 'ها', 'و']"
857,857,کتابی که قبل از کرونا به امانت گرفتم در ایام کرونا جریمه بهش تعلق میگیره,3,"['کتابی', 'که', 'قبل', 'از', 'کرونا', 'به', 'امانت', 'گرفتم', 'در', 'ایام', 'کرونا', 'جریمه', 'بهش', 'تعلق', 'میگیره']","['کتابی', 'که', 'قبل', 'از', 'کرونا', 'به', 'امانت', 'گرفتم', 'در', 'ایام', 'کرونا', 'جریمه', 'بهش', 'تعلق', 'میگیره']"
858,858,جشن روز دانشجو کجا برگزار میشه,2,"['جشن', 'روز', 'دانشجو', 'کجا', 'برگزار', 'میشه']","['جشن', 'روز', 'دانشجو', 'کجا', 'برگزار', 'میشه']"
859,859,چه مدارکی برای ثبت نام لازم است,1,"['چه', 'مدارکی', 'برای', 'ثبت', 'نام', 'لازم', 'است']","['چه', 'مدارکی', 'برای', 'ثبت', 'نام', 'لازم', 'است']"
860,860,آزمایشگاه شبکه کجاس ,2,"['آزمایشگاه', 'شبکه', 'کجاس']","['آزمایشگاه', 'شبکه', 'کجاس']"
861,861,دوره ی کهاد چیست,1,"['دوره', 'ی', 'کهاد', 'چیست']","['دوره', 'ی', 'کهاد', 'چیست']"
862,862,تعداد سرویس های بهداشتی را افزایش دهید,4,"['تعداد', 'سرویس', 'های', 'بهداشتی', 'را', 'افزایش', 'دهید']","['تعداد', 'سرویس', 'های', 'بهداشتی', 'را', 'افزایش', 'دهید']"
863,863,کتابخانه مرکزی دانشگاه کجا قرار دارد,2,"['کتابخانه', 'مرکزی', 'دانشگاه', 'کجا', 'قرار', 'دارد']","['کتابخانه', 'مرکزی', 'دانشگاه', 'کجا', 'قرار', 'دارد']"
864,864,دانشکده الهیات و ادیان کجاست,2,"['دانشکده', 'الهیات', 'و', 'ادیان', 'کجاست']","['دانشکده', 'الهیات', 'و', 'ادیان', 'کجاست']"
865,865,مهلت انتخاب واحد تا کی است,1,"['مهلت', 'انتخاب', 'واحد', 'تا', 'کی', 'است']","['مهلت', 'انتخاب', 'واحد', 'تا', 'کی', 'است']"
866,866,کدوم چاپ های کتاب هالیدی موجود هستن,3,"['کدوم', 'چاپ', 'های', 'کتاب', 'هالیدی', 'موجود', 'هستن']","['کدوم', 'چاپ', 'های', 'کتاب', 'هالیدی', 'موجود', 'هستن']"
867,867,نسخه انگلیسی کتاب فیزیک هالیدی رو دارید,3,"['نسخه', 'انگلیسی', 'کتاب', 'فیزیک', 'هالیدی', 'رو', 'دارید']","['نسخه', 'انگلیسی', 'کتاب', 'فیزیک', 'هالیدی', 'رو', 'دارید']"
868,868,آیا همه ی کتابها را میتوان قرض کرد,3,"['آیا', 'همه', 'ی', 'کتابها', 'را', 'میتوان', 'قرض', 'کرد']","['آیا', 'همه', 'ی', 'کتابها', 'را', 'میتوان', 'قرض', 'کرد']"
869,869,چقدر باید برای سوار شدن ون پرداخت کنیم,5,"['چقدر', 'باید', 'برای', 'سوار', 'شدن', 'ون', 'پرداخت', 'کنیم']","['چقدر', 'باید', 'برای', 'سوار', 'شدن', 'ون', 'پرداخت', 'کنیم']"
870,870,لابی کجاست,2,"['لابی', 'کجاست']","['لابی', 'کجاست']"
871,871,استاد محمدی خوب درس نمیده,4,"['استاد', 'محمدی', 'خوب', 'درس', 'نمیده']","['استاد', 'محمدی', 'خوب', 'درس', 'نمیده']"
872,872,واحد عمومی و تخصصی تو ترم تابستون هزینه ش یکیه ,1,"['واحد', 'عمومی', 'و', 'تخصصی', 'تو', 'ترم', 'تابستون', 'هزینه', 'ش', 'یکیه']","['واحد', 'عمومی', 'و', 'تخصصی', 'تو', 'ترم', 'تابستون', 'هزینه', 'ش', 'یکیه']"
873,873,گلستان چیست,1,"['گلستان', 'چیست']","['گلستان', 'چیست']"
874,874,حداقل واحد های هر ترم چقدر هست,1,"['حداقل', 'واحد', 'های', 'هر', 'ترم', 'چقدر', 'هست']","['حداقل', 'واحد', 'های', 'هر', 'ترم', 'چقدر', 'هست']"
875,875,کجا میتونم کاغذامو پرینت بگیرم ,2,"['کجا', 'میتونم', 'کاغذامو', 'پرینت', 'بگیرم']","['کجا', 'میتونم', 'کاغذامو', 'پرینت', 'بگیرم']"
876,876,کتاب فیزیک هالیدی دارین,3,"['کتاب', 'فیزیک', 'هالیدی', 'دارین']","['کتاب', 'فیزیک', 'هالیدی', 'دارین']"
877,877,آیا امکان برداشتن درسی با دانشکده دیگر وحود دارد,1,"['آیا', 'امکان', 'برداشتن', 'درسی', 'با', 'دانشکده', 'دیگر', 'وحود', 'دارد']","['آیا', 'امکان', 'برداشتن', 'درسی', 'با', 'دانشکده', 'دیگر', 'وحود', 'دارد']"
878,878,حجم تکالیف بسیار زیاد است,4,"['حجم', 'تکالیف', 'بسیار', 'زیاد', 'است']","['حجم', 'تکالیف', 'بسیار', 'زیاد', 'است']"
879,879,چرا تعداد اساتید باسواد کم می باشد,4,"['چرا', 'تعداد', 'اساتید', 'باسواد', 'کم', 'می', 'باشد']","['چرا', 'تعداد', 'اساتید', 'باسواد', 'کم', 'می', 'باشد']"
880,880,کلاس کجاست,2,"['کلاس', 'کجاست']","['کلاس', 'کجاست']"
881,881,آمفی تئاتر کجا می شه,2,"['آمفی', 'تئاتر', 'کجا', 'می', 'شه']","['آمفی', 'تئاتر', 'کجا', 'می', 'شه']"
882,882,چطور می شه از تحصیل انصراف داد,1,"['چطور', 'می', 'شه', 'از', 'تحصیل', 'انصراف', 'داد']","['چطور', 'می', 'شه', 'از', 'تحصیل', 'انصراف', 'داد']"
883,883,غذای سلف تازه است,5,"['غذای', 'سلف', 'تازه', 'است']","['غذای', 'سلف', 'تازه', 'است']"
884,884,محدودیت هایی که برای امتحان ها گذاشته می شود دانشجویان را بیشتر به سمت تقلب میکشاند,4,"['محدودیت', 'هایی', 'که', 'برای', 'امتحان', 'ها', 'گذاشته', 'می', 'شود', 'دانشجویان', 'را', 'بیشتر', 'به', 'سمت', 'تقلب', 'میکشاند']","['محدودیت', 'هایی', 'که', 'برای', 'امتحان', 'ها', 'گذاشته', 'می', 'شود', 'دانشجویان', 'را', 'بیشتر', 'به', 'سمت', 'تقلب', 'میکشاند']"
885,885,مدت زمان امتحانات به نسبت سختی انها بسیار کم است,4,"['مدت', 'زمان', 'امتحانات', 'به', 'نسبت', 'سختی', 'انها', 'بسیار', 'کم', 'است']","['مدت', 'زمان', 'امتحانات', 'به', 'نسبت', 'سختی', 'انها', 'بسیار', 'کم', 'است']"
886,886,آیا به پرینتر میتوان وصل شد,3,"['آیا', 'به', 'پرینتر', 'میتوان', 'وصل', 'شد']","['آیا', 'به', 'پرینتر', 'میتوان', 'وصل', 'شد']"
887,887,زبان تخصصی توی کدوم کلاس برگزار می شه,2,"['زبان', 'تخصصی', 'توی', 'کدوم', 'کلاس', 'برگزار', 'می', 'شه']","['زبان', 'تخصصی', 'توی', 'کدوم', 'کلاس', 'برگزار', 'می', 'شه']"
888,888,لطفا به اساتید تاکید شود که حداقل یک ربع زودتر کلاس ها را تعطیل کنند,4,"['لطفا', 'به', 'اساتید', 'تاکید', 'شود', 'که', 'حداقل', 'یک', 'ربع', 'زودتر', 'کلاس', 'ها', 'را', 'تعطیل', 'کنند']","['لطفا', 'به', 'اساتید', 'تاکید', 'شود', 'که', 'حداقل', 'یک', 'ربع', 'زودتر', 'کلاس', 'ها', 'را', 'تعطیل', 'کنند']"
889,889,خوابگاه بسته اس,2,"['خوابگاه', 'بسته', 'اس']","['خوابگاه', 'بسته', 'اس']"
890,890,پکیج visual studio رو میتوان رو فلش بریزید,3,"['پکیج', 'visual', 'studio', 'رو', 'میتوان', 'رو', 'فلش', 'بریزید']","['پکیج', 'visual', 'studio', 'رو', 'میتوان', 'رو', 'فلش', 'بریزید']"
891,891,ظرفیت درس های این ترم کم است,4,"['ظرفیت', 'درس', 'های', 'این', 'ترم', 'کم', 'است']","['ظرفیت', 'درس', 'های', 'این', 'ترم', 'کم', 'است']"
892,892,قیمت مرغ چنده,5,"['قیمت', 'مرغ', 'چنده']","['قیمت', 'مرغ', 'چنده']"
893,893,چگونه ویندوز نصب کنیم,5,"['چگونه', 'ویندوز', 'نصب', 'کنیم']","['چگونه', 'ویندوز', 'نصب', 'کنیم']"
894,894,کد پستی دانشکده,2,"['کد', 'پستی', 'دانشکده']","['کد', 'پستی', 'دانشکده']"
895,895,شرایط وام دانشجویی چگونه است,1,"['شرایط', 'وام', 'دانشجویی', 'چگونه', 'است']","['شرایط', 'وام', 'دانشجویی', 'چگونه', 'است']"
896,896,ویرایش جدید کتاب هوش مصنوعی راسل را نمیتونم پیدا کنم,3,"['ویرایش', 'جدید', 'کتاب', 'هوش', 'مصنوعی', 'راسل', 'را', 'نمیتونم', 'پیدا', 'کنم']","['ویرایش', 'جدید', 'کتاب', 'هوش', 'مصنوعی', 'راسل', 'را', 'نمیتونم', 'پیدا', 'کنم']"
897,897,چند واحد در حذف و اضافه میتوانیم برداریم,1,"['چند', 'واحد', 'در', 'حذف', 'و', 'اضافه', 'میتوانیم', 'برداریم']","['چند', 'واحد', 'در', 'حذف', 'و', 'اضافه', 'میتوانیم', 'برداریم']"
898,898,کلاس کجاست,2,"['کلاس', 'کجاست']","['کلاس', 'کجاست']"
899,899,سرویس بهداشتی کثیفه,4,"['سرویس', 'بهداشتی', 'کثیفه']","['سرویس', 'بهداشتی', 'کثیفه']"
900,900,آموزش برق رو می گید کجاست,2,"['آموزش', 'برق', 'رو', 'می', 'گید', 'کجاست']","['آموزش', 'برق', 'رو', 'می', 'گید', 'کجاست']"
901,901,از اساتید بخواهید نمره را در طول ترم توزیع کنند,4,"['از', 'اساتید', 'بخواهید', 'نمره', 'را', 'در', 'طول', 'ترم', 'توزیع', 'کنند']","['از', 'اساتید', 'بخواهید', 'نمره', 'را', 'در', 'طول', 'ترم', 'توزیع', 'کنند']"
902,902,مقدار رم کامپیوترای سایت چقدره,3,"['مقدار', 'رم', 'کامپیوترای', 'سایت', 'چقدره']","['مقدار', 'رم', 'کامپیوترای', 'سایت', 'چقدره']"
903,903,در حذف و اضافه چند واحد میتوان حذف کرد,1,"['در', 'حذف', 'و', 'اضافه', 'چند', 'واحد', 'میتوان', 'حذف', 'کرد']","['در', 'حذف', 'و', 'اضافه', 'چند', 'واحد', 'میتوان', 'حذف', 'کرد']"
904,904,تخت جمشید در کدوم استانه,5,"['تخت', 'جمشید', 'در', 'کدوم', 'استانه']","['تخت', 'جمشید', 'در', 'کدوم', 'استانه']"
905,905,مدت زمان قرض دادن یه کتاب چقدره,3,"['مدت', 'زمان', 'قرض', 'دادن', 'یه', 'کتاب', 'چقدره']","['مدت', 'زمان', 'قرض', 'دادن', 'یه', 'کتاب', 'چقدره']"
906,906,آیا کتاب clrs در کتابخانه موجود است,3,"['آیا', 'کتاب', 'clrs', 'در', 'کتابخانه', 'موجود', 'است']","['آیا', 'کتاب', 'clrs', 'در', 'کتابخانه', 'موجود', 'است']"
907,907,شرایط بورس و اپلای چیست,2,"['شرایط', 'بورس', 'و', 'اپلای', 'چیست']","['شرایط', 'بورس', 'و', 'اپلای', 'چیست']"
908,908,لطفا ظرفیت درس الگوریتم را افزایش دهید,1,"['لطفا', 'ظرفیت', 'درس', 'الگوریتم', 'را', 'افزایش', 'دهید']","['لطفا', 'ظرفیت', 'درس', 'الگوریتم', 'را', 'افزایش', 'دهید']"
909,909,ساعت کاری آموزش کل تا کی هست,2,"['ساعت', 'کاری', 'آموزش', 'کل', 'تا', 'کی', 'هست']","['ساعت', 'کاری', 'آموزش', 'کل', 'تا', 'کی', 'هست']"
910,910,امروز چندمه,5,"['امروز', 'چندمه']","['امروز', 'چندمه']"
911,911,چرا بوفه بعد از ساعت تعطیل است,4,"['چرا', 'بوفه', 'بعد', 'از', 'ساعت', 'تعطیل', 'است']","['چرا', 'بوفه', 'بعد', 'از', 'ساعت', 'تعطیل', 'است']"
912,912,لابی اضافه کنید,4,"['لابی', 'اضافه', 'کنید']","['لابی', 'اضافه', 'کنید']"
913,913,اموزش زبان کجا ببینیم,5,"['اموزش', 'زبان', 'کجا', 'ببینیم']","['اموزش', 'زبان', 'کجا', 'ببینیم']"
914,914,کارنامه مهر شده میخوام,1,"['کارنامه', 'مهر', 'شده', 'میخوام']","['کارنامه', 'مهر', 'شده', 'میخوام']"
915,915,اتاق دکتر شمس فرد کجاست,2,"['اتاق', 'دکتر', 'شمس', 'فرد', 'کجاست']","['اتاق', 'دکتر', 'شمس', 'فرد', 'کجاست']"
916,916,سرعت اینترنت دانشکده خیلی کم است لطفا پیگیری شود,4,"['سرعت', 'اینترنت', 'دانشکده', 'خیلی', 'کم', 'است', 'لطفا', 'پیگیری', 'شود']","['سرعت', 'اینترنت', 'دانشکده', 'خیلی', 'کم', 'است', 'لطفا', 'پیگیری', 'شود']"
917,917,رمز اینترنت دانشگاه چیه,2,"['رمز', 'اینترنت', 'دانشگاه', 'چیه']","['رمز', 'اینترنت', 'دانشگاه', 'چیه']"
918,918,پروژکتور کلاس کار نمیکند رسیدگی کنید,4,"['پروژکتور', 'کلاس', 'کار', 'نمیکند', 'رسیدگی', 'کنید']","['پروژکتور', 'کلاس', 'کار', 'نمیکند', 'رسیدگی', 'کنید']"
919,919,انتخاب واحد را خودم باید انجام دهم,1,"['انتخاب', 'واحد', 'را', 'خودم', 'باید', 'انجام', 'دهم']","['انتخاب', 'واحد', 'را', 'خودم', 'باید', 'انجام', 'دهم']"
920,920,وحود برخی دروس بی ربط و ناکارآمد در چارت درسی,4,"['وحود', 'برخی', 'دروس', 'بی', 'ربط', 'و', 'ناکارآمد', 'در', 'چارت', 'درسی']","['وحود', 'برخی', 'دروس', 'بی', 'ربط', 'و', 'ناکارآمد', 'در', 'چارت', 'درسی']"
921,921,اساتید باید بروز تر بشوند,4,"['اساتید', 'باید', 'بروز', 'تر', 'بشوند']","['اساتید', 'باید', 'بروز', 'تر', 'بشوند']"
922,922,چرا بعضی اساتید نمرات میانترم و تمرین هارا قبل از حذف اضطراری اعلام نمی کنند ,1,"['چرا', 'بعضی', 'اساتید', 'نمرات', 'میانترم', 'و', 'تمرین', 'هارا', 'قبل', 'از', 'حذف', 'اضطراری', 'اعلام', 'نمی', 'کنند']","['چرا', 'بعضی', 'اساتید', 'نمرات', 'میانترم', 'و', 'تمرین', 'هارا', 'قبل', 'از', 'حذف', 'اضطراری', 'اعلام', 'نمی', 'کنند']"
923,923,رمز گلستانم رو یادم رفته,1,"['رمز', 'گلستانم', 'رو', 'یادم', 'رفته']","['رمز', 'گلستانم', 'رو', 'یادم', 'رفته']"
924,924,محدودیت های حذف و اضافه واحد چجوریه,1,"['محدودیت', 'های', 'حذف', 'و', 'اضافه', 'واحد', 'چجوریه']","['محدودیت', 'های', 'حذف', 'و', 'اضافه', 'واحد', 'چجوریه']"
925,925,شرایط ثبتنام ارشد مستقیم چیه,1,"['شرایط', 'ثبتنام', 'ارشد', 'مستقیم', 'چیه']","['شرایط', 'ثبتنام', 'ارشد', 'مستقیم', 'چیه']"
926,926,آخرین چاپ کتاب شهشانی مال چه سالیه,3,"['آخرین', 'چاپ', 'کتاب', 'شهشانی', 'مال', 'چه', 'سالیه']","['آخرین', 'چاپ', 'کتاب', 'شهشانی', 'مال', 'چه', 'سالیه']"
927,927,چه مدارکی لازمه برای ثبت نام ,1,"['چه', 'مدارکی', 'لازمه', 'برای', 'ثبت', 'نام']","['چه', 'مدارکی', 'لازمه', 'برای', 'ثبت', 'نام']"
928,928,استاد مهدیانی خوب تدریس میکنه,4,"['استاد', 'مهدیانی', 'خوب', 'تدریس', 'میکنه']","['استاد', 'مهدیانی', 'خوب', 'تدریس', 'میکنه']"
929,929,آموزش دانشکده کجاس ,2,"['آموزش', 'دانشکده', 'کجاس']","['آموزش', 'دانشکده', 'کجاس']"
930,930,چگونه به ژاپنی بگوییم سلام,5,"['چگونه', 'به', 'ژاپنی', 'بگوییم', 'سلام']","['چگونه', 'به', 'ژاپنی', 'بگوییم', 'سلام']"
931,931,امفی تئاتر کجاست,2,"['امفی', 'تئاتر', 'کجاست']","['امفی', 'تئاتر', 'کجاست']"
932,932,درس واحدی چرا واحد کار میکشه,4,"['درس', 'واحدی', 'چرا', 'واحد', 'کار', 'میکشه']","['درس', 'واحدی', 'چرا', 'واحد', 'کار', 'میکشه']"
933,933,میتونیم یه درسو دوبار برداریم,5,"['میتونیم', 'یه', 'درسو', 'دوبار', 'برداریم']","['میتونیم', 'یه', 'درسو', 'دوبار', 'برداریم']"
934,934,استاد نیومدن یه ربع میتونیم بریم,1,"['استاد', 'نیومدن', 'یه', 'ربع', 'میتونیم', 'بریم']","['استاد', 'نیومدن', 'یه', 'ربع', 'میتونیم', 'بریم']"
935,935,آیا نمره ی حل تمرین درس هوش مصنوعی کم نمیباشد,1,"['آیا', 'نمره', 'ی', 'حل', 'تمرین', 'درس', 'هوش', 'مصنوعی', 'کم', 'نمیباشد']","['آیا', 'نمره', 'ی', 'حل', 'تمرین', 'درس', 'هوش', 'مصنوعی', 'کم', 'نمیباشد']"
936,936,شرایط ارشد بدون کنکور چه است,1,"['شرایط', 'ارشد', 'بدون', 'کنکور', 'چه', 'است']","['شرایط', 'ارشد', 'بدون', 'کنکور', 'چه', 'است']"
937,937,امتحانای این ترم حضوریه,1,"['امتحانای', 'این', 'ترم', 'حضوریه']","['امتحانای', 'این', 'ترم', 'حضوریه']"
938,938,آیا در حذف اظطراری هر چند واحد می خواهیم می توانیم حذف کنیم,1,"['آیا', 'در', 'حذف', 'اظطراری', 'هر', 'چند', 'واحد', 'می', 'خواهیم_می', 'توانیم', 'حذف', 'کنیم']","['آیا', 'در', 'حذف', 'اظطراری', 'هر', 'چند', 'واحد', 'می', 'خواهیم_می', 'توانیم', 'حذف', 'کنیم']"
939,939,رتبه دانشگاه بهشتی در ایران چند است,5,"['رتبه', 'دانشگاه', 'بهشتی', 'در', 'ایران', 'چند', 'است']","['رتبه', 'دانشگاه', 'بهشتی', 'در', 'ایران', 'چند', 'است']"
940,940,ببخشید سالن ورزشی خوابگاه کجا هستش,2,"['ببخشید', 'سالن', 'ورزشی', 'خوابگاه', 'کجا', 'هستش']","['ببخشید', 'سالن', 'ورزشی', 'خوابگاه', 'کجا', 'هستش']"
941,941,آیا داشنجویان در فرآیند انتخاب اعضای هر دانشکده تاثیر دارمد,5,"['آیا', 'داشنجویان', 'در', 'فرآیند', 'انتخاب', 'اعضای', 'هر', 'دانشکده', 'تاثیر', 'دارمد']","['آیا', 'داشنجویان', 'در', 'فرآیند', 'انتخاب', 'اعضای', 'هر', 'دانشکده', 'تاثیر', 'دارمد']"
942,942,چند ترم میتوان مشروط شد,1,"['چند', 'ترم', 'میتوان', 'مشروط', 'شد']","['چند', 'ترم', 'میتوان', 'مشروط', 'شد']"
943,943,شرایط اخذ ترم تابستانی چیست,1,"['شرایط', 'اخذ', 'ترم', 'تابستانی', 'چیست']","['شرایط', 'اخذ', 'ترم', 'تابستانی', 'چیست']"
944,944,کل واحد های دروس پایه در کارشناسی چقدر است,1,"['کل', 'واحد', 'های', 'دروس', 'پایه', 'در', 'کارشناسی', 'چقدر', 'است']","['کل', 'واحد', 'های', 'دروس', 'پایه', 'در', 'کارشناسی', 'چقدر', 'است']"
945,945,شرایط حذف ترم بدون سنوات چیه,1,"['شرایط', 'حذف', 'ترم', 'بدون', 'سنوات', 'چیه']","['شرایط', 'حذف', 'ترم', 'بدون', 'سنوات', 'چیه']"
946,946,ایا لپ تاپ هم میتوان قرض گرفت,3,"['ایا', 'لپ', 'تاپ', 'هم', 'میتوان', 'قرض', 'گرفت']","['ایا', 'لپ', 'تاپ', 'هم', 'میتوان', 'قرض', 'گرفت']"
947,947,چرا کوئرا داونه,5,"['چرا', 'کوئرا', 'داونه']","['چرا', 'کوئرا', 'داونه']"
948,948,سیستم عامل سیستم های سایت چیست,3,"['سیستم', 'عامل', 'سیستم', 'های', 'سایت', 'چیست']","['سیستم', 'عامل', 'سیستم', 'های', 'سایت', 'چیست']"
949,949,امتحان استاد آبین مطابق بودجه بندی نیست,4,"['امتحان', 'استاد', 'آبین', 'مطابق', 'بودجه', 'بندی', 'نیست']","['امتحان', 'استاد', 'آبین', 'مطابق', 'بودجه', 'بندی', 'نیست']"
950,950,جای پارک وجود داره یا نه,5,"['جای', 'پارک', 'وجود', 'داره', 'یا', 'نه']","['جای', 'پارک', 'وجود', 'داره', 'یا', 'نه']"
951,951,لطفا تعداد دستشویی های مردانه را بیشتر کنید,4,"['لطفا', 'تعداد', 'دستشویی', 'های', 'مردانه', 'را', 'بیشتر', 'کنید']","['لطفا', 'تعداد', 'دستشویی', 'های', 'مردانه', 'را', 'بیشتر', 'کنید']"
952,952,پیتزا هم سلف میدهد,5,"['پیتزا', 'هم', 'سلف', 'میدهد']","['پیتزا', 'هم', 'سلف', 'میدهد']"
953,953,زمین چمن رو چجوری میتونیم رزرو کنیم,2,"['زمین', 'چمن', 'رو', 'چجوری', 'میتونیم', 'رزرو', 'کنیم']","['زمین', 'چمن', 'رو', 'چجوری', 'میتونیم', 'رزرو', 'کنیم']"
954,954,گل کاری محوطه ایده جذابی بود,4,"['گل', 'کاری', 'محوطه', 'ایده', 'جذابی', 'بود']","['گل', 'کاری', 'محوطه', 'ایده', 'جذابی', 'بود']"
955,955,آیا انتخاب واحد ترم اول با دانشجویان است,1,"['آیا', 'انتخاب', 'واحد', 'ترم', 'اول', 'با', 'دانشجویان', 'است']","['آیا', 'انتخاب', 'واحد', 'ترم', 'اول', 'با', 'دانشجویان', 'است']"
956,956,کتاب خوب برای ریاضی ,3,"['کتاب', 'خوب', 'برای', 'ریاضی']","['کتاب', 'خوب', 'برای', 'ریاضی']"
957,957,کیفیت کلاس ها پایین تر از سطح انتظار است,4,"['کیفیت', 'کلاس', 'ها', 'پایین', 'تر', 'از', 'سطح', 'انتظار', 'است']","['کیفیت', 'کلاس', 'ها', 'پایین', 'تر', 'از', 'سطح', 'انتظار', 'است']"
958,958,دوره رهنما کالج کجا برگزار میشه,2,"['دوره', 'رهنما', 'کالج', 'کجا', 'برگزار', 'میشه']","['دوره', 'رهنما', 'کالج', 'کجا', 'برگزار', 'میشه']"
959,959,آخرین مهلت نظرسنجی اساتید کیه,1,"['آخرین', 'مهلت', 'نظرسنجی', 'اساتید', 'کیه']","['آخرین', 'مهلت', 'نظرسنجی', 'اساتید', 'کیه']"
960,960,معدل من در بین هم ورودی هایم چندم است,1,"['معدل', 'من', 'در', 'بین', 'هم', 'ورودی', 'هایم', 'چندم', 'است']","['معدل', 'من', 'در', 'بین', 'هم', 'ورودی', 'هایم', 'چندم', 'است']"
961,961,یه استادی هست هیچ کلاسیش تشکیل نشده حدود ساله چرا هنوز بهش کلاس میدید,4,"['یه', 'استادی', 'هست', 'هیچ', 'کلاسیش', 'تشکیل', 'نشده', 'حدود', 'ساله', 'چرا', 'هنوز', 'بهش', 'کلاس', 'میدید']","['یه', 'استادی', 'هست', 'هیچ', 'کلاسیش', 'تشکیل', 'نشده', 'حدود', 'ساله', 'چرا', 'هنوز', 'بهش', 'کلاس', 'میدید']"
962,962,آسانسور خاموش شده است زودتر تعمیرش کنید,4,"['آسانسور', 'خاموش', 'شده_است', 'زودتر', 'تعمیرش', 'کنید']","['آسانسور', 'خاموش', 'شده_است', 'زودتر', 'تعمیرش', 'کنید']"
